id,authors,original_publication_year,title,mood_tag
5533,Rachel Vincent,2007.0,"Stray (Shifters, #1)",thoughtful
5534,Elin Hilderbrand,2008.0,A Summer Affair,romantic
5535,Rebecca Stead,2012.0,Liar & Spy,thoughtful
5536,"Brian Jacques, Gary Chalk",1991.0,"Mariel of Redwall (Redwall, #4)",thoughtful
5537,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,thoughtful
5538,Peter F. Hamilton,2007.0,The Dreaming Void,thoughtful
5539,Meg Cabot,2009.0,"Being Nikki (Airhead, #2)",thoughtful
5540,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0,Antony and Cleopatra,thoughtful
5541,Margaret Peterson Haddix,2001.0,"Among the Impostors (Shadow Children, #2)",dark
5542,Christopher Pike,2010.0,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",thoughtful
5543,Zane,1998.0,Addicted,thoughtful
5544,Kristen Simmons,2012.0,"Article 5 (Article 5, #1)",thoughtful
5545,"Randy Shilts, William Greider",1987.0,"And the Band Played On: Politics, People, and the AIDS Epidemic",thoughtful
5546,Laurelin Paige,2013.0,"Found in You (Fixed, #2)",thoughtful
5547,Lara Adrian,2008.0,"Midnight Rising (Midnight Breed, #4)",dark
5548,Karin Slaughter,2002.0,"Kisscut (Grant County, #2)",romantic
5549,"Miranda July, Brigitte Sire",2011.0,It Chooses You,thoughtful
5550,"Hubert Selby Jr., Gilbert Sorrentino",1964.0,Last Exit to Brooklyn,thoughtful
5551,"Mario Vargas Llosa, Edith Grossman",2000.0,The Feast of the Goat,thoughtful
5552,Jordan Sonnenblick,2004.0,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",thoughtful
5553,Miranda July,2015.0,The First Bad Man,thoughtful
5554,Tad Williams,1993.0,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",thoughtful
5555,Jay Crownover,2013.0,"Jet (Marked Men, #2)",thoughtful
5556,John Banville,2005.0,The Sea,thoughtful
5557,"James Patterson, David Ellis",2014.0,Invisible,thoughtful
5558,Dean Koontz,1993.0,Mr. Murder,thoughtful
5559,Gail Carriger,2010.0,"Changeless (Parasol Protectorate, #2)",thoughtful
5560,L.E. Modesitt Jr.,1991.0,The Magic of Recluce (The Saga of Recluce #1),magical
5561,John Jakes,1974.0,"The Bastard (Kent Family Chronicles, #1)",poignant
5562,Ben H. Winters,2012.0,"The Last Policeman (The Last Policeman, #1)",thoughtful
5563,George R. Stewart,1949.0,Earth Abides,tense
5564,"Douglas Preston, Lincoln Child",1999.0,Thunderhead,thoughtful
5565,Darren Shan,2002.0,"Allies of the Night (Cirque du Freak, #8)",dark
5566,Thea Harrison,2011.0,"Dragon Bound (Elder Races, #1)",adventurous
5567,L.M. Montgomery,1919.0,"Rainbow Valley (Anne of Green Gables, #7)",thoughtful
5568,Stephen King,2005.0,The Colorado Kid (Hard Case Crime #13),mysterious
5569,"Diane Mowat, W.W. Jacobs",1902.0,The Monkey's Paw (Oxford Bookworms),thoughtful
5570,John Saul,1991.0,Darkness,thoughtful
5571,"Jerry Bridges, Foster W. Cline, Jim Fay",1978.0,The Pursuit of Holiness,thoughtful
5572,Lisa Kleypas,2004.0,"Again the Magic (Wallflowers, #0)",magical
5573,Anne Rivers Siddons,1998.0,Low Country,thoughtful
5574,Jennifer Donnelly,2010.0,Revolution,thoughtful
5575,Eric S. Nylund,2001.0,Halo: The Fall of Reach,thoughtful
5576,Kim Harrison,2013.0,"Ever After (The Hollows, #11)",thoughtful
5577,Frank De Felitta,1975.0,Audrey Rose,thoughtful
5578,Nathan  Hill,2016.0,The Nix,thoughtful
5579,Sophie Jordan,2011.0,"Vanish (Firelight, #2)",thoughtful
5580,Bill Watterson,1989.0,The Calvin and Hobbes Lazy Sunday Book,thoughtful
5581,J. Sheridan Le Fanu,1872.0,Carmilla,thoughtful
5582,Garth Nix,2004.0,"Drowned Wednesday (The Keys to the Kingdom, #3)",thoughtful
5583,Melina Marchetta,2003.0,Saving Francesca,thoughtful
5584,K.A. Linde,2012.0,"Avoiding Commitment (Avoiding, #1)",thoughtful
5585,"James Patterson, Maxine Paetro",2012.0,"Confessions of a Murder Suspect (Confessions, #1)",thoughtful
5586,"Brian K. Vaughan, Pia Guerra, Goran SudÅ¾uka, JosÃ© MarzÃ¡n Jr.",2005.0,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",thoughtful
5587,Chris Bohjalian,2008.0,Skeletons at the Feast,thoughtful
5588,Sue Grafton,1994.0,"L is for Lawless (Kinsey Millhone, #12)",thoughtful
5589,Jerry Spinelli,2003.0,Milkweed,thoughtful
5590,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Give a Pig a Party,thoughtful
5591,William Gibson,1993.0,"Virtual Light (Bridge, #1)",thoughtful
5592,Craig Ferguson,2009.0,American on Purpose: The Improbable Adventures of an Unlikely Patriot,adventurous
5593,Michael J. Fox,2008.0,Always Looking Up: The Adventures of an Incurable Optimist,adventurous
5594,Sarah MacLean,2010.0,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",romantic
5595,Charlotte Rogan,2012.0,The Lifeboat,poignant
5596,"Henryk Sienkiewicz, W.S. Kuniczak",1895.0,Quo Vadis,thoughtful
5597,Amy Ewing,2014.0,"The Jewel (The Lone City, #1)",thoughtful
5598,Chris d'Lacey,2001.0,"The Fire Within (The Last Dragon Chronicles, #1)",adventurous
5599,"Raymond E. Feist, Janny Wurts",1990.0,"Servant of the Empire (The Empire Trilogy, #2)",thoughtful
5600,Nora Roberts,2008.0,"The Hollow (Sign of Seven, #2)",thoughtful
5601,"Deborah Guarino, Steven Kellogg",1989.0,Is Your Mama a Llama?,thoughtful
5602,Anna Todd,2013.0,"After We Collided (After, #2)",thoughtful
5603,Jacob Tomsky,2012.0,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",poignant
5604,Tony Horwitz,1998.0,Confederates in the Attic: Dispatches from the Unfinished Civil War,tense
5605,David Wong,2012.0,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",thoughtful
5606,"Robert Descharnes, Gilles NÃ©ret",1994.0,Dali: The Paintings,thoughtful
5607,Matthew Reilly,2005.0,"Seven Deadly Wonders (Jack West Jr, #1)",thoughtful
5608,Cherrie Lynn,2009.0,"Unleashed (Ross Siblings, #1)",thoughtful
5609,Laurell K. Hamilton,2006.0,"Mistral's Kiss (Merry Gentry, #5)",romantic
5610,Stephen R. Covey,,The 8th Habit: From Effectiveness to Greatness,thoughtful
5611,Larissa Ione,2009.0,Desire Unchained (Demonica #2),dark
5612,"Dean Koontz, Leigh Nichols",2000.0,Cold Fire / Hideaway / The Key to Midnight,dark
5613,Dan Wells,2009.0,"I Am Not A Serial Killer (John Cleaver, #1)",thoughtful
5614,Laura Dave,2015.0,Eight Hundred Grapes,thoughtful
5615,Fannie Flagg,1998.0,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",thoughtful
5616,Irvine Welsh,1998.0,Filth,thoughtful
5617,Lori Lansens,2005.0,The Girls,thoughtful
5618,Janet Evanovich,2016.0,"Turbo Twenty-Three (Stephanie Plum, #23)",thoughtful
5619,Sandra Brown,1999.0,The Alibi,thoughtful
5620,Wiley Cash,2012.0,A Land More Kind Than Home,thoughtful
5621,Ann M. Martin,1986.0,"Kristy's Great Idea (The Baby-Sitters Club, #1)",thoughtful
5622,Roland Smith,2012.0,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",mysterious
5623,Sheri  Fink,2013.0,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,poignant
5624,"Henning Mankell, Steven T. Murray",1996.0,"The Fifth Woman (Kurt Wallander, #6)",thoughtful
5625,Sarah Vowell,2008.0,The Wordy Shipmates,thoughtful
5626,"Guy de Maupassant, Douglas ParmÃ©e",1885.0,Bel-Ami,thoughtful
5627,Norman Maclean,1976.0,A River Runs Through It and Other Stories,thoughtful
5628,"MarÃ­a DueÃ±as, Daniel Hahn",2009.0,The Time in Between,thoughtful
5629,Toni Morrison,1997.0,Paradise,thoughtful
5630,William Gibson,1996.0,Idoru (Bridge #2),thoughtful
5631,Kristan Higgins,2013.0,"The Best Man (Blue Heron, #1)",thoughtful
5632,Diana Wynne Jones,1990.0,"Castle in the Air (Howl's Moving Castle, #2)",thoughtful
5633,Jude Watson,2011.0,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",mysterious
5634,Deborah Blum,2010.0,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,nostalgic
5635,Penelope Ward,2016.0,RoomHate,tense
5636,Elizabeth Scott,2008.0,Living Dead Girl,thoughtful
5637,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500.0,The Dhammapada,thoughtful
5638,Kristen Ashley,2012.0,"Law Man (Dream Man, #3)",thoughtful
5639,Kathy Reichs,2000.0,"Deadly Decisions (Temperance Brennan, #3)",thoughtful
5640,BrenÃ© Brown,2015.0,Rising Strong,thoughtful
5641,Alan Bradley,2013.0,"Speaking from Among the Bones (Flavia de Luce, #5)",thoughtful
5642,"James Patterson, Maxine Paetro",2009.0,Swimsuit,thoughtful
5643,Elisabeth Elliot,1956.0,Through Gates of Splendor,thoughtful
5644,Tarryn Fisher,2012.0,"Dirty Red (Love Me with Lies, #2)",romantic
5645,Holly Black,2015.0,The Darkest Part of the Forest,thoughtful
5646,Susan Elizabeth Phillips,1998.0,"Dream a Little Dream (Chicago Stars, #4)",thoughtful
5647,"Ø®Ø§Ù„Ø¯ Ø§Ù„Ø®Ù…ÙŠØ³ÙŠ, Khaled Al Khamissi",2006.0,ØªØ§ÙƒØ³ÙŠ: Ø­ÙˆØ§Ø¯ÙŠØª Ø§Ù„Ù…Ø´Ø§ÙˆÙŠØ±,thoughtful
5648,Gail Tsukiyama,1994.0,The Samurai's Garden,thoughtful
5649,Sally   Thorne,2016.0,The Hating Game,thoughtful
5650,Julia Heaberlin,2015.0,Black-Eyed Susans,thoughtful
5651,Penny Reid,2013.0,"Neanderthal Seeks Human (Knitting in the City, #1)",thoughtful
5652,"Scott Westerfeld, Keith Thompson",2011.0,"Goliath (Leviathan, #3)",thoughtful
5653,"Akira Amano, JN Productions, Frances E. Wall",2004.0,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",thoughtful
5654,Karin Slaughter,2012.0,"Criminal (Will Trent, #6)",thoughtful
5655,Tom Clancy,2000.0,"The Bear and the Dragon (Jack Ryan Universe, #11)",adventurous
5656,Sue Grafton,2013.0,"W is for Wasted (Kinsey Millhone, #23)",thoughtful
5657,Alton Brown,2002.0,I'm Just Here for the Food: Food + Heat = Cooking,thoughtful
5658,James Herriot,1976.0,All Things Wise and Wonderful,thoughtful
5659,Sherrilyn Kenyon,2005.0,Sins of the Night (Dark-Hunter #7),dark
5660,Beth Revis,2013.0,"Shades of Earth (Across the Universe, #3)",thoughtful
5661,Ursula K. Le Guin,1990.0,"Tehanu (Earthsea Cycle, #4)",thoughtful
5662,Amy Tintera,2013.0,"Reboot (Reboot, #1)",thoughtful
5663,Carrie Brownstein,2015.0,Hunger Makes Me a Modern Girl,tense
5664,Jon Meacham,2012.0,Thomas Jefferson: The Art of Power,thoughtful
5665,Agatha Christie,1936.0,"Murder in Mesopotamia (Hercule Poirot, #14)",mysterious
5666,Iain M. Banks,1996.0,"Excession (Culture, #5)",thoughtful
5667,Pearl Cleage,1997.0,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",thoughtful
5668,Sue Grafton,1990.0,"G is for Gumshoe (Kinsey Millhone, #7)",thoughtful
5669,David Baldacci,2013.0,"King and Maxwell (Sean King & Michelle Maxwell, #6)",thoughtful
5670,Irvin D. Yalom,1989.0,Love's Executioner and Other Tales of Psychotherapy,romantic
5671,Trudi Canavan,2009.0,"The Magician's Apprentice (Black Magician, #0.5)",magical
5672,Steven Erikson,2007.0,"Reaper's Gale (The Malazan Book of the Fallen, #7)",thoughtful
5673,Frank E. Peretti,1999.0,The Visitation,thoughtful
5674,"Joe Hill, Gabriel RodrÃ­guez",2010.0,"Locke & Key, Vol. 3: Crown of Shadows",dark
5675,The Arbinger Institute,2000.0,Leadership and Self-Deception: Getting Out of the Box,thoughtful
5676,"Arthur C. Clarke, Gentry Lee",1991.0,"The Garden of Rama (Rama, #3)",thoughtful
5677,Lisa Kleypas,2008.0,"Blue-Eyed Devil (Travises, #2)",thoughtful
5678,Graham Greene,1958.0,Our Man in Havana,thoughtful
5679,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011.0,Batman: The Black Mirror,thoughtful
5680,"James Patterson, Marshall Karp",2011.0,Kill Me If You Can,thoughtful
5681,Darren Shan,2003.0,"Killers of the Dawn (Cirque Du Freak, #9)",thoughtful
5682,Corrie ten Boom,1974.0,Tramp for the Lord,thoughtful
5683,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Take a Mouse to the Movies,thoughtful
5684,"Laurell K. Hamilton, Laural Merlington",2007.0,"A Lick of Frost (Merry Gentry, #6)",thoughtful
5685,"Orson Scott Card, James Cameron",1989.0,The Abyss,thoughtful
5686,Paula Brackston,1991.0,"The Witch's Daughter (The Witch's Daughter, #1)",magical
5687,"Katarina Bivald, Alice Menzies",2013.0,The Readers of Broken Wheel Recommend,thoughtful
5688,Dennis Lehane,2012.0,"Live by Night (Coughlin, #2)",dark
5689,Amy Plum,2012.0,"Until I Die (Revenants, #2)",thoughtful
5690,"Richard Dawkins, Dave McKean",2011.0,The Magic of Reality: How We Know What's Really True,magical
5691,"Karen Kingsbury, Gary Smalley",2002.0,"Remember (Redemption, #2)",thoughtful
5692,James Patterson,2013.0,"Alex Cross, Run (Alex Cross, #20)",thoughtful
5693,Christian Lander,2008.0,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,thoughtful
5694,Nora Roberts,2014.0,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",magical
5695,Stephen R. Donaldson,1977.0,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",thoughtful
5696,Marian Keyes,2009.0,The Brightest Star in the Sky,thoughtful
5697,Heather Dixon,2011.0,Entwined,thoughtful
5698,Rachel Dratch,2012.0,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",poignant
5699,Gabriel GarcÃ­a MÃ¡rquez,1961.0,El coronel no tiene quien le escriba,thoughtful
5700,J.M. Coetzee,1980.0,Waiting for the Barbarians,thoughtful
5701,Willy Lindwer,1988.0,The Last Seven Months of Anne Frank,thoughtful
5702,Walter Isaacson,2014.0,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",thoughtful
5703,Deborah Rodriguez,2007.0,Kabul Beauty School: An American Woman Goes Behind the Veil,thoughtful
5704,Ernest Hemingway,1937.0,To Have and Have Not,thoughtful
5705,Ken Follett,2001.0,Jackdaws,thoughtful
5706,Ù…Ø­Ù…Ø¯ Ø§Ù„Ø³Ø§Ù„Ù…,2013.0,Ø­Ø¨ÙŠØ¨ØªÙŠ Ø¨ÙƒÙ…Ø§Ø¡,thoughtful
5707,Neal Stephenson,2004.0,"The System of the World (The Baroque Cycle, #3)",thoughtful
5708,Ben Mikaelsen,1997.0,"Touching Spirit Bear (Spirit Bear, #1)",thoughtful
5709,Rachel Kushner,2013.0,The Flamethrowers,thoughtful
5710,Jeaniene Frost,2013.0,"Twice Tempted (Night Prince, #2)",dark
5711,Deborah Feldman,2012.0,Unorthodox: The Scandalous Rejection of My Hasidic Roots,thoughtful
5712,Kiera Cass,2014.0,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",thoughtful
5713,Gary Vaynerchuk,2009.0,Crush It!: Why Now Is the Time to Cash In on Your Passion,romantic
5714,Alastair Reynolds,2003.0,Redemption Ark,nostalgic
5715,Steve Berry,2007.0,"The Venetian Betrayal (Cotton Malone, #3)",thoughtful
5716,T.S. Eliot,1963.0,"Collected Poems, 1909-1962",thoughtful
5717,Lloyd C. Douglas,1942.0,The Robe,thoughtful
5718,"Walt Disney Company, Ellen Titlebaum",2002.0,Beauty and the Beast,thoughtful
5719,Anton DiSclafani,2013.0,The Yonahlossee Riding Camp for Girls,thoughtful
5720,Kylie Scott,2014.0,"Lead (Stage Dive, #3)",thoughtful
5721,Kelley Armstrong,2007.0,"No Humans Involved (Women of the Otherworld, #7)",thoughtful
5722,"Joseph Delaney, Patrick  Arrasmith",2007.0,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)",tense
5723,Gavin de Becker,1997.0,The Gift of Fear: Survival Signals That Protect Us from Violence,dark
5724,Jennifer Echols,2010.0,"Endless Summer (The Boys Next Door, #1-2)",nostalgic
5725,Lincoln Peirce,2010.0,"Big Nate Strikes Again (Big Nate Novels, #2)",thoughtful
5726,Mary Kubica,2016.0,Don't You Cry,thoughtful
5727,Willard F. Harley Jr.,1986.0,"His Needs, Her Needs: Building an Affair-Proof Marriage",romantic
5728,Nora Roberts,2006.0,"Dance of the Gods (Circle Trilogy, #2)",thoughtful
5729,Kelly Creagh,2010.0,"Nevermore (Nevermore, #1)",thoughtful
5730,"Sadegh Hedayat, D.P. Costello",1937.0,The Blind Owl,thoughtful
5731,"Eric Litwin, James Dean",2010.0,Pete the Cat: I Love My White Shoes,romantic
5732,"Jonathan Stroud, Simon  Jones",2010.0,"The Ring of Solomon (Bartimaeus, #0.5)",thoughtful
5733,R.L. Stine,1992.0,"Welcome to Dead House (Goosebumps, #1)",thoughtful
5734,Louise Erdrich,2003.0,The Master Butchers Singing Club,thoughtful
5735,Glen Cook,1986.0,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",thoughtful
5736,Abbi Glines,2015.0,"Until Friday Night (The Field Party, #1)",dark
5737,Melinda Haynes,1999.0,Mother of Pearl,poignant
5738,Chris Cleave,2016.0,Everyone Brave is Forgiven,thoughtful
5739,Michael Crichton,1975.0,The Great Train Robbery,thoughtful
5740,Danielle Steel,2003.0,Safe Harbour,thoughtful
5741,Kristin Hannah,2004.0,The Things We Do for Love,romantic
5742,Juliet Marillier,2000.0,"Son of the Shadows (Sevenwaters, #2)",dark
5743,Ken Follett,1980.0,The Key to Rebecca,thoughtful
5744,Chloe Neill,2011.0,"Hard Bitten (Chicagoland Vampires, #4)",dark
5745,"Ina Garten, Maura McEvoy",2002.0,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,poignant
5746,Fisher Amelie,2012.0,"Vain (The Seven Deadly, #1)",thoughtful
5747,"H.P. Lovecraft, China MiÃ©ville, S.T. Joshi",1936.0,At the Mountains of Madness,romantic
5748,Nora Roberts,2000.0,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",romantic
5749,Lara Adrian,2008.0,"Veil of Midnight (Midnight Breed, #5)",dark
5750,James Rollins,1999.0,Subterranean,thoughtful
5751,Allison Pearson,2001.0,I Don't Know How She Does It,thoughtful
5752,"Garth Ennis, Steve Dillon",2001.0,"Preacher, Volume 9: Alamo",thoughtful
5753,Becky  Chambers,2014.0,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",thoughtful
5754,"Jorge Luis Borges, Andrew Hurley",1998.0,Collected Fictions,thoughtful
5755,Holly Black,2002.0,Valiant (Modern Faerie Tales #2),thoughtful
5756,John le CarrÃ©,1989.0,The Russia House,thoughtful
5757,Jennifer Lynn Barnes,2010.0,"Raised by Wolves (Raised by Wolves, #1)",thoughtful
5758,Harlan Coben,2006.0,Promise Me (Myron Bolitar #8),thoughtful
5759,L.J. Smith,2011.0,"Midnight (The Vampire Diaries: The Return, #3)",dark
5760,Sherrilyn Kenyon,2006.0,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",thoughtful
5761,"Carol Tavris, Elliot Aronson",2007.0,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",thoughtful
5762,T.R. Ragan,2011.0,Abducted (Lizzy Gardner #1),thoughtful
5763,"Richard Bachman, Stephen King",1981.0,Roadwork,dark
5764,Clive Cussler,2001.0,"Valhalla Rising (Dirk Pitt, #16)",thoughtful
5765,Jared Diamond,1991.0,The Third Chimpanzee: The Evolution and Future of the Human Animal,thoughtful
5766,Dennis Lehane,2008.0,The Given Day (Coughlin #1),thoughtful
5767,"Gina Mayer, Mercer Mayer",1994.0,Just Me in the Tub (Mercer Mayer's Little Critter),thoughtful
5768,Nicole  Williams,2013.0,"Crush (Crash, #3)",thoughtful
5769,Mira Grant,2011.0,"Deadline (Newsflesh Trilogy, #2)",thoughtful
5770,Harlan Coben,2009.0,Long Lost  (Myron Bolitar #9),adventurous
5771,Karin Slaughter,2005.0,"Faithless (Grant County, #5)",thoughtful
5772,Jill Bolte Taylor,2006.0,My Stroke of Insight: A Brain Scientist's Personal Journey,adventurous
5773,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007.0,"The Walking Dead, Vol. 06: This Sorrowful Life",poignant
5774,"Isabel Allende, Margaret Sayers Peden",2006.0,InÃ©s of My Soul,thoughtful
5775,Dean Koontz,1991.0,Cold Fire,nostalgic
5776,Emma Donoghue,2014.0,Frog Music,thoughtful
5777,Iain Pears,1997.0,An Instance of the Fingerpost,thoughtful
5778,Donny Dhirgantoro,2005.0,5 cm,thoughtful
5779,"Geoffrey A. Moore, Regis McKenna",1991.0,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,thoughtful
5780,Peach-Pit,2006.0,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)",thoughtful
5781,Harlan Coben,2005.0,The Innocent,thoughtful
5782,Isaac Asimov,1985.0,Robots and Empire (Robot #4),thoughtful
5783,Aldous Huxley,1962.0,Island,adventurous
5784,Neil Shubin,2008.0,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,adventurous
5785,Jean-Paul Sartre,1944.0,No Exit,thoughtful
5786,Seth Godin,2007.0,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),thoughtful
5787,Alison Bechdel,2012.0,Are You My Mother?,poignant
5788,Bob Ong,2001.0,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),thoughtful
5789,Robin Hobb,2011.0,The Farseer Trilogy (Farseer Trilogy #1-3),thoughtful
5790,Elin Hilderbrand,2005.0,The Blue Bistro,thoughtful
5791,Darynda Jones,2012.0,"Third Grave Dead Ahead (Charley Davidson, #3)",dark
5792,"Milan Kundera, Linda Asher",1997.0,Identity,thoughtful
5793,Mary E. Pearson,2015.0,"The Heart of Betrayal (The Remnant Chronicles, #2)",romantic
5794,Loung Ung,2000.0,First They Killed My Father: A Daughter of Cambodia Remembers,poignant
